target,credit,term,fst_payment,age,gender,child_total,dependants,socstatus_work_fl,socstatus_pens_fl,fl_presence_fl,own_auto,personal_income,total_loans_count,work_time_in_years,высшее,среднее,среднее специальное,не состоял в браке,разведен(а),состою в браке,от 10000 до 20000 руб.,от 20000 до 50000 руб.,от 5000 до 10000 руб.
0,15750.0,6,1750.0,33,0,1,1,1,0,0,0,20000.0,2,10.0,False,False,True,False,False,True,False,True,False
0,6180.0,3,0.0,49,1,2,0,1,0,0,0,7000.0,1,20.0,False,False,True,False,False,True,True,False,False
1,35060.0,10,3900.0,48,1,0,0,1,0,1,0,20000.0,1,12.0,True,False,False,True,False,False,False,True,False
0,4210.0,6,470.0,60,1,2,0,0,1,0,0,7640.0,1,0.0,False,False,True,False,False,True,True,False,False
0,17480.0,10,2000.0,48,1,2,0,1,0,1,0,15000.0,1,7.0,False,False,True,True,False,False,True,False,False
0,12550.0,10,3200.0,56,1,2,0,1,1,0,0,16000.0,1,3.0,True,False,False,True,False,False,True,False,False
0,21592.0,6,2500.0,37,0,2,2,1,0,1,1,15000.0,1,12.0,True,False,False,False,False,True,False,True,False
0,4499.0,6,500.0,27,1,1,1,1,0,0,0,12000.0,1,6.0,False,False,False,False,True,False,True,False,False
0,15110.0,10,1700.95,24,1,0,0,1,0,1,0,10000.0,1,2.0,False,True,False,False,False,False,False,True,False
0,20409.0,6,5000.0,31,1,0,0,1,0,0,0,10000.0,1,8.0,True,False,False,True,False,False,True,False,False
0,13320.0,12,1480.0,32,1,2,0,1,0,0,0,10000.0,1,4.0,False,False,True,False,False,True,False,True,False
0,21246.0,12,0.0,58,0,2,0,0,1,0,0,10500.0,1,0.0,False,True,False,False,False,True,True,False,False
0,5089.0,6,2000.0,43,0,1,1,1,0,0,0,15000.0,1,8.0,False,True,False,False,False,True,False,True,False
0,10735.0,6,2000.0,49,1,2,0,1,0,1,0,18500.0,1,26.0,True,False,False,False,True,False,True,False,False
0,17810.82,6,2000.0,28,0,0,0,1,0,0,1,30000.0,1,4.0,True,False,False,False,False,True,False,True,False
0,11300.0,6,2800.0,36,1,1,1,1,0,0,0,20000.0,2,1.0,False,False,True,False,True,False,False,True,False
0,7560.0,6,1000.0,31,0,0,0,1,0,0,1,12000.0,1,2.0,True,False,False,False,False,True,True,False,False
0,21207.0,12,0.0,40,1,2,2,1,0,1,1,10500.0,1,5.0,True,False,False,False,True,False,True,False,False
0,23980.0,10,4000.0,36,0,2,2,1,0,0,0,25000.0,1,17.0,False,False,True,False,False,True,False,True,False
0,2399.0,6,800.0,43,1,1,1,1,0,1,0,9000.0,1,10.0,False,True,False,False,False,False,False,False,True
0,12460.0,6,10000.0,29,0,0,0,1,0,0,0,10000.0,1,1.0,False,False,True,True,False,False,True,False,False
0,30340.0,12,5000.0,40,1,0,0,1,0,1,0,15000.0,1,3.0,False,False,True,True,False,False,True,False,False
1,7340.0,6,1000.0,45,1,3,1,1,0,0,0,16000.0,1,1.0,False,False,True,True,False,False,True,False,False
0,23713.0,9,2000.0,51,1,0,0,1,0,0,0,13000.0,1,2.0,False,True,False,False,False,False,True,False,False
1,16218.0,6,1802.0,51,1,1,0,1,0,0,0,20000.0,1,33.0,False,True,False,True,False,False,False,True,False
0,18540.0,10,4650.0,39,1,0,0,1,0,0,0,9000.0,1,15.0,False,False,True,False,False,True,True,False,False
0,21870.0,18,500.0,45,1,2,0,1,0,0,0,6000.0,1,9.0,False,False,True,False,False,True,True,False,False
0,3717.9,5,413.1,43,1,1,1,1,0,1,0,10000.0,1,1.0,True,False,False,False,False,True,True,False,False
0,13139.0,3,1460.0,39,0,2,2,1,0,0,0,15000.0,1,20.0,False,False,True,False,False,True,False,True,False
0,24283.0,12,2698.89,44,1,2,2,1,0,0,0,12000.0,1,0.0,False,False,True,False,False,True,True,False,False
0,12240.0,5,1360.0,55,1,0,0,1,0,0,0,10000.0,1,27.0,False,False,True,False,True,False,True,False,False
0,22290.0,4,8000.0,59,0,0,0,1,0,0,1,20000.0,1,1.0,True,False,False,False,False,True,False,True,False
0,2700.0,3,3000.0,27,1,0,0,1,0,0,0,15000.0,1,4.0,True,False,False,True,False,False,False,True,False
0,8448.0,10,3000.0,39,1,1,1,1,0,0,0,12000.0,1,20.0,False,False,True,True,False,False,False,True,False
0,5268.0,3,1320.0,47,0,1,1,1,0,0,1,20000.0,1,13.0,False,True,False,False,False,True,False,True,False
0,12631.0,12,3000.0,44,1,2,0,1,0,1,0,17000.0,1,23.0,False,False,True,False,True,False,True,False,False
0,3590.0,3,3000.0,66,1,0,0,0,1,1,0,6500.0,1,0.0,False,True,False,False,False,False,False,False,True
0,5780.0,4,1020.0,56,1,0,0,0,1,0,1,12000.0,1,0.0,False,True,False,False,False,True,True,False,False
0,9144.0,10,2000.0,61,1,0,0,1,1,1,0,6500.0,1,18.0,False,True,False,False,False,True,True,False,False
1,13130.0,10,0.0,36,0,2,2,1,0,0,0,10000.0,1,3.0,False,True,False,False,False,True,True,False,False
0,6680.0,3,4000.0,25,0,1,1,1,0,0,0,9200.0,1,2.0,False,False,True,False,False,True,True,False,False
0,12995.0,12,0.0,31,1,1,1,1,0,1,0,17000.0,2,10.0,True,False,False,False,False,True,False,True,False
0,9250.0,6,2000.0,51,0,2,0,1,0,0,0,9500.0,1,24.0,False,False,True,False,False,True,True,False,False
0,25680.0,6,6400.0,63,1,1,0,1,0,1,0,14000.0,1,9.0,False,False,False,False,False,True,True,False,False
1,7077.0,10,0.0,47,1,1,1,1,0,0,0,12000.0,1,2.0,False,False,True,False,False,False,True,False,False
0,3284.0,6,366.0,29,1,1,1,1,0,0,0,10500.0,1,5.0,False,False,False,False,True,False,True,False,False
0,5840.0,12,650.0,48,1,2,2,1,0,0,0,5500.0,1,17.0,False,True,False,False,False,True,False,False,True
1,33760.0,12,3752.0,34,1,2,2,1,0,0,0,35000.0,1,5.0,True,False,False,False,True,False,False,True,False
0,17592.0,12,0.0,64,1,0,0,0,1,0,0,4800.0,1,0.0,False,False,False,False,False,True,True,False,False
0,15380.0,6,0.0,53,1,0,0,1,0,0,0,6000.0,1,7.0,False,True,False,False,False,True,True,False,False
0,21870.0,12,2500.0,27,0,0,0,1,0,0,1,12000.0,1,2.0,False,False,True,True,False,False,True,False,False
0,15912.0,10,2000.0,30,1,2,2,1,0,1,0,7000.0,2,6.0,False,True,False,False,False,True,True,False,False
0,10542.0,6,5000.0,46,1,0,0,1,0,0,0,8000.0,1,7.0,False,False,True,False,False,True,False,True,False
0,10790.0,12,1200.0,23,0,0,0,1,0,0,1,25000.0,1,4.0,False,False,True,True,False,False,False,True,False
0,21999.2,12,7000.0,62,1,0,0,0,1,0,0,14000.0,1,0.0,False,False,True,False,True,False,False,True,False
0,18800.0,12,2100.0,40,1,1,0,1,0,1,0,7000.0,1,6.0,False,True,False,False,False,False,True,False,False
0,8978.0,10,2000.0,22,0,1,2,1,0,1,0,16000.0,1,0.0,False,False,True,False,False,True,True,False,False
0,5949.0,6,1050.0,29,1,1,1,1,0,0,0,10000.0,1,0.0,False,False,True,False,True,False,True,False,False
0,18440.0,4,2050.0,38,1,1,1,1,0,0,0,35000.0,1,7.0,False,False,True,False,True,False,False,True,False
0,7030.0,6,0.0,27,0,1,1,1,0,0,1,11000.0,2,3.0,False,False,True,False,False,True,True,False,False
0,5710.0,12,0.0,50,1,0,0,1,0,0,0,7000.0,1,0.0,False,False,True,False,False,True,True,False,False
0,15490.0,6,1000.0,56,1,8,1,1,1,0,0,7500.0,1,37.0,False,True,False,False,False,False,True,False,False
1,48580.0,6,5400.0,42,0,1,1,1,0,1,0,15000.0,1,10.0,True,False,False,False,False,True,False,True,False
0,10490.0,6,0.0,28,0,2,2,1,0,1,1,18000.0,1,7.0,False,False,True,False,True,False,False,True,False
0,7040.0,6,8000.0,43,1,0,0,1,0,0,0,6000.0,1,0.0,False,False,True,False,False,True,True,False,False
1,14350.0,10,1600.0,50,1,0,0,1,0,1,0,10000.0,1,30.0,True,False,False,True,False,False,True,False,False
0,9000.0,6,4000.0,50,1,0,0,1,0,0,0,17000.0,1,7.0,False,False,True,False,False,True,False,True,False
0,78120.0,10,8680.0,37,1,2,2,1,0,0,0,19000.0,1,12.0,False,False,True,False,False,True,False,True,False
0,6651.0,5,739.0,37,0,3,3,1,0,0,0,5000.0,1,5.0,False,False,True,False,True,False,False,False,False
0,19050.0,12,3000.0,49,1,1,0,1,0,1,0,25000.0,1,0.0,False,False,False,False,False,True,False,True,False
0,5950.0,6,2000.0,45,1,1,0,1,0,0,0,5000.0,1,15.0,False,False,True,False,False,True,True,False,False
0,14190.0,10,14190.0,36,1,0,0,1,0,1,0,22000.0,1,6.0,False,False,True,False,False,True,False,True,False
0,26170.0,24,6000.0,62,0,1,0,1,1,1,0,15000.0,1,0.0,True,False,False,False,False,True,True,False,False
0,25158.0,12,2900.5,49,1,3,3,1,0,0,0,12000.0,1,29.0,False,False,True,False,False,True,False,True,False
0,27000.0,12,3000.0,47,0,2,2,1,0,1,0,16000.0,1,5.0,False,False,True,True,False,False,False,True,False
0,27939.0,12,3104.0,31,1,1,1,1,0,1,0,14000.0,1,5.0,False,True,False,False,True,False,True,False,False
0,15300.0,12,1700.0,35,1,2,2,1,0,1,0,20000.0,1,4.0,False,True,False,False,False,True,False,True,False
1,4950.0,10,550.0,26,1,2,2,1,0,0,0,12000.0,2,2.0,False,False,False,False,False,True,True,False,False
0,9395.0,10,1050.0,28,1,1,1,1,0,1,0,18000.0,1,1.0,False,False,True,False,False,True,False,True,False
0,2183.0,3,1000.0,53,1,2,0,1,0,0,0,10000.0,1,30.0,False,False,True,False,False,True,True,False,False
0,56964.6,10,6500.0,30,0,1,1,1,0,0,0,30000.0,1,2.0,True,False,False,False,False,True,False,True,False
0,33183.4,12,3700.0,31,0,1,1,1,0,0,0,15000.0,1,6.0,False,False,True,False,False,True,True,False,False
0,4725.0,6,525.0,54,0,0,0,0,1,0,1,5000.0,1,0.0,False,True,False,False,False,True,False,False,True
0,19990.0,6,10000.0,31,0,0,0,1,0,0,0,20000.0,1,8.0,True,False,False,False,False,True,True,False,False
0,8878.0,12,0.0,31,0,2,2,1,0,0,0,22000.0,1,4.0,False,False,True,False,False,True,False,True,False
1,19990.0,6,8000.0,29,0,0,0,1,0,0,0,25000.0,1,10.0,False,False,False,True,False,False,False,True,False
0,30656.0,8,3500.0,29,1,0,0,1,0,1,0,15000.0,1,2.0,True,False,False,True,False,False,True,False,False
0,13248.0,6,0.0,28,0,1,1,1,0,0,0,11000.0,1,5.0,False,False,True,False,False,True,True,False,False
0,16100.0,10,10000.0,24,0,0,0,1,0,0,0,20000.0,1,0.0,False,True,False,False,False,True,False,True,False
0,10198.0,6,2712.0,29,1,0,0,1,0,1,0,10000.0,1,9.0,False,False,True,True,False,False,True,False,False
0,15200.0,6,3800.0,55,1,1,0,1,0,0,0,9000.0,1,1.0,False,False,True,False,False,True,True,False,False
1,23684.0,10,5000.0,40,0,3,2,1,0,0,0,40000.0,1,8.0,True,False,False,False,False,True,False,True,False
0,6498.0,12,1000.0,51,0,2,2,1,0,0,1,8000.0,1,2.0,False,True,False,False,False,True,True,False,False
0,12500.0,12,5500.0,60,0,3,0,0,1,0,0,5200.0,1,0.0,False,True,False,False,False,True,True,False,False
0,9246.0,6,2000.0,34,0,2,2,1,0,1,0,47000.0,1,13.0,False,True,False,False,False,True,False,False,False
0,6750.0,6,750.0,32,0,1,1,1,0,0,0,10000.0,1,3.0,False,False,True,False,False,True,True,False,False
0,5806.0,6,1000.0,27,1,1,1,1,0,1,0,10000.0,1,4.0,True,False,False,False,False,True,False,True,False
0,45900.0,36,3000.0,52,1,1,0,1,0,0,0,13000.0,1,1.0,False,False,True,False,True,False,True,False,False
0,6250.0,12,700.0,43,0,3,4,1,0,0,0,12000.0,1,12.0,True,False,False,False,False,True,True,False,False
0,13138.0,18,1460.0,27,1,1,1,1,0,0,0,16500.0,1,3.0,False,False,True,True,False,False,False,True,False
0,27686.2,12,0.0,50,0,2,1,1,0,1,0,9000.0,1,4.0,False,True,False,False,False,True,True,False,False
0,5997.0,6,2000.0,58,0,2,0,0,1,0,0,4600.0,1,0.0,False,False,True,False,False,True,True,False,False
0,10770.0,9,0.0,56,1,0,0,0,1,0,0,6500.0,1,0.0,True,False,False,False,False,True,False,True,False
1,5855.0,4,1050.0,23,1,1,1,1,0,0,0,8000.0,1,2.0,True,False,False,False,False,True,True,False,False
0,10265.0,12,2000.0,52,1,1,1,1,0,0,0,5000.0,1,1.0,False,False,True,True,False,False,False,False,True
0,30799.0,6,10000.0,39,1,2,2,1,0,1,0,17000.0,1,0.0,False,True,False,False,False,True,False,True,False
0,19660.0,6,7000.0,37,1,2,2,1,0,0,0,20000.0,1,1.0,False,False,True,False,False,True,False,True,False
1,9900.0,6,1100.0,22,0,0,0,1,0,1,0,9000.0,1,1.0,False,True,False,True,False,False,True,False,False
0,7750.0,10,870.0,27,0,1,1,1,0,0,0,4500.0,1,0.0,False,False,True,False,False,True,False,False,True
0,10790.0,12,2500.0,31,0,1,1,1,0,1,0,9000.0,1,8.0,False,False,True,False,False,True,True,False,False
0,100000.0,12,20000.0,30,1,0,0,1,0,1,0,35000.0,1,0.0,False,False,True,False,False,True,False,False,False
0,15027.0,12,2700.0,51,1,1,0,0,1,0,0,11500.0,1,0.0,False,True,False,False,True,False,True,False,False
0,29700.0,12,5097.0,38,0,2,2,1,0,0,0,11300.0,1,15.0,False,True,False,False,False,True,True,False,False
0,4050.0,12,450.0,47,1,0,0,1,0,0,0,15000.0,1,38.0,False,True,False,False,False,True,False,True,False
0,3000.0,5,330.0,62,0,0,0,0,1,1,0,4500.0,1,0.0,False,True,False,False,False,True,False,False,True
0,4580.0,6,810.0,29,1,0,0,1,0,1,0,13000.0,1,2.0,True,False,False,False,False,True,False,True,False
0,23595.0,10,2700.0,49,0,2,0,1,0,0,0,7000.0,1,11.0,False,False,True,False,False,True,True,False,False
0,18896.0,8,2454.0,61,1,0,0,0,1,0,0,11000.0,1,0.0,False,False,False,False,False,False,False,True,False
1,11150.0,12,1300.0,30,1,1,1,1,0,0,0,10000.0,1,6.0,True,False,False,False,False,True,False,False,True
0,5290.0,12,600.0,56,1,0,0,0,1,0,0,5460.0,1,0.0,False,False,True,False,False,False,False,False,True
0,7800.0,6,7500.0,36,1,2,2,1,0,0,0,7000.0,1,4.0,False,False,True,True,False,False,True,False,False
0,26596.0,12,0.0,26,1,0,0,1,0,0,0,9000.0,1,2.0,False,False,True,True,False,False,False,False,True
0,7710.0,6,300.0,30,1,2,2,1,0,0,0,4500.0,1,0.0,False,False,True,False,False,True,False,True,False
0,16814.0,12,0.0,35,1,0,0,1,0,0,0,12000.0,1,4.0,False,False,True,False,False,True,True,False,False
0,12120.0,6,0.0,54,1,2,0,0,1,1,0,6500.0,2,0.0,False,True,False,False,False,False,False,False,True
0,3900.0,4,1500.0,62,1,0,0,0,1,1,0,7000.0,1,0.0,False,False,True,False,False,False,False,False,True
0,9570.0,12,1800.0,47,1,0,0,1,0,1,0,6000.0,1,1.0,False,False,True,False,False,True,False,False,True
0,10990.0,6,11000.0,38,1,1,1,1,0,0,1,20000.0,1,3.0,False,False,True,False,False,True,False,True,False
0,23900.0,12,3000.0,38,0,3,3,1,0,0,0,10000.0,1,17.0,False,False,True,False,False,True,True,False,False
0,4490.0,12,499.0,41,0,0,0,1,0,0,0,15000.0,1,3.0,False,False,True,True,False,False,True,False,False
1,21590.0,10,2400.0,33,1,0,0,1,0,0,0,15000.0,1,5.0,False,True,False,True,False,False,True,False,False
0,13190.0,10,3300.0,28,1,0,0,1,0,0,0,15000.0,1,1.0,True,False,False,True,False,False,True,False,False
0,14998.0,10,1700.0,32,0,3,3,1,0,0,0,17000.0,1,11.0,False,False,True,False,False,True,False,True,False
0,21589.9,3,2400.0,38,0,2,2,1,0,0,1,27000.0,1,9.0,False,False,False,False,False,True,False,True,False
0,11680.0,12,0.0,55,1,3,0,1,0,0,0,6000.0,1,20.0,False,True,False,False,False,True,True,False,False
0,4950.0,6,0.0,36,1,0,0,1,0,0,0,4000.0,2,1.0,False,True,False,False,False,True,True,False,False
0,5032.0,3,1000.0,38,1,1,1,1,0,0,0,7000.0,1,7.0,True,False,False,False,False,True,True,False,False
0,4951.0,6,551.0,33,1,1,1,1,0,0,0,8000.0,1,1.0,False,True,False,True,False,False,False,False,True
1,32076.0,18,0.0,34,1,1,1,1,0,1,1,25000.0,1,2.0,False,False,True,False,False,True,False,False,False
0,3740.0,6,500.0,31,0,1,1,1,0,0,0,12000.0,1,1.0,False,False,True,False,False,True,True,False,False
0,2719.2,6,0.0,23,0,0,0,1,0,0,0,20000.0,1,1.0,True,False,False,False,False,True,False,True,False
0,6916.0,6,0.0,27,0,0,0,1,0,0,1,10000.0,1,0.0,False,False,True,True,False,False,True,False,False
0,15843.0,6,2000.0,49,1,2,0,1,0,1,0,12000.0,1,0.0,False,False,True,True,False,False,True,False,False
0,2390.0,3,1500.0,64,1,0,0,0,1,0,0,6608.0,1,0.0,True,False,False,False,False,False,False,False,True
0,21999.0,12,0.0,30,0,1,1,1,0,1,0,16000.0,1,2.0,True,False,False,False,False,False,True,False,False
0,7580.0,6,1000.0,35,1,3,3,1,0,0,0,10000.0,1,10.0,True,False,False,False,False,True,True,False,False
0,25900.0,12,3000.0,46,1,0,0,1,0,0,0,18000.0,1,2.0,False,False,True,True,False,False,False,True,False
0,18599.0,18,0.0,24,0,0,0,1,0,0,0,15000.0,1,1.0,False,False,False,True,False,False,False,True,False
0,11995.0,10,1400.0,22,1,0,0,1,0,1,0,15000.0,1,1.0,True,False,False,True,False,False,False,True,False
1,11362.0,5,598.0,29,1,0,0,1,0,0,0,20000.0,1,1.0,True,False,False,False,False,True,False,False,False
0,27990.0,12,0.0,40,0,2,2,1,0,0,0,20000.0,1,15.0,False,False,True,False,False,True,False,True,False
0,39160.0,12,5340.0,44,1,2,0,1,0,1,0,18000.0,1,4.0,False,False,True,True,False,False,False,True,False
0,4990.0,6,900.0,21,0,0,0,1,0,0,0,10000.0,1,1.0,False,True,False,True,False,False,True,False,False
0,5839.0,9,650.0,30,1,1,1,1,0,0,0,7000.0,1,8.0,False,False,True,False,False,False,True,False,False
0,15756.0,10,2000.0,46,0,1,0,1,0,1,0,12000.0,1,0.0,True,False,False,False,False,True,True,False,False
0,17885.0,12,4480.0,27,0,0,1,1,0,0,0,10000.0,1,5.0,True,False,False,False,False,True,True,False,False
0,7682.0,6,855.0,35,1,2,2,1,0,1,0,19000.0,1,15.0,True,False,False,False,False,True,False,True,False
0,4838.0,6,1000.0,36,0,1,1,1,0,0,0,13000.0,1,2.0,False,True,False,False,False,True,False,True,False
0,10440.0,3,15000.0,26,0,0,0,1,0,0,0,15000.0,1,3.0,False,False,True,True,False,False,True,False,False
0,11250.0,6,2000.0,45,0,1,0,1,0,0,0,10000.0,1,6.0,False,True,False,False,False,True,True,False,False
0,6099.0,10,700.0,32,1,2,2,1,0,1,0,17000.0,1,1.0,False,False,True,False,True,False,True,False,False
0,4810.0,6,1000.0,52,1,0,0,1,0,0,0,8000.0,1,11.0,False,False,True,False,False,True,True,False,False
0,15370.0,6,1800.0,22,0,0,0,1,0,0,0,18000.0,1,0.0,False,True,False,True,False,False,False,True,False
0,18547.0,6,5000.0,23,1,1,1,1,0,1,0,15000.0,1,1.0,False,False,True,False,False,True,False,True,False
0,7599.0,6,3300.0,49,0,2,2,1,0,1,1,10000.0,1,12.0,False,False,True,False,False,True,False,True,False
0,34396.0,10,4500.0,29,0,1,1,1,0,0,0,30000.0,1,6.0,True,False,False,False,False,True,False,False,False
0,11212.06,6,10000.0,51,0,2,2,1,0,1,1,21000.0,1,0.0,False,False,True,False,False,True,False,True,False
0,35767.4,6,5000.0,53,1,0,0,1,1,0,0,16000.0,1,8.0,False,True,False,False,False,True,False,True,False
1,15300.0,6,4500.0,24,0,0,0,1,0,0,0,11000.0,1,1.0,False,True,False,False,False,True,True,False,False
0,12095.0,10,3000.0,35,0,1,1,1,0,0,0,17000.0,2,9.0,True,False,False,False,False,True,False,True,False
0,6740.0,12,750.0,25,0,0,0,1,0,0,0,15000.0,1,4.0,False,False,True,True,False,False,False,True,False
0,4299.0,6,1991.0,51,1,0,0,1,0,0,0,8000.0,1,22.0,False,False,True,True,False,False,True,False,False
0,4498.0,6,1000.0,29,0,1,1,1,0,0,0,10000.0,1,0.0,False,False,True,False,False,True,False,True,False
0,16999.82,20,2000.0,36,0,3,3,1,0,0,0,20000.0,1,2.0,False,True,False,False,False,True,False,True,False
0,3717.9,5,413.1,43,1,0,0,1,0,1,0,10000.0,1,2.0,False,False,True,True,False,False,False,False,True
0,24236.0,12,2700.0,28,1,0,0,1,0,0,0,13000.0,1,3.0,False,False,True,True,False,False,False,True,False
0,11325.0,6,2000.0,53,0,4,1,1,0,0,0,10000.0,1,14.0,False,True,False,False,False,True,True,False,False
0,7390.0,12,850.0,38,1,4,1,1,0,0,0,6000.0,1,1.0,False,False,False,False,False,True,True,False,False
0,6990.0,6,2000.0,36,0,1,1,1,0,0,0,12000.0,1,0.0,False,False,True,False,True,False,True,False,False
0,9800.0,10,1100.0,42,1,1,1,1,0,1,0,12000.0,1,2.0,False,False,True,False,True,False,True,False,False
0,6830.0,6,760.0,57,1,3,1,1,0,1,0,10000.0,1,15.0,False,False,True,False,True,False,True,False,False
0,44760.0,12,16500.0,48,1,0,0,1,0,1,0,15000.0,1,2.0,False,True,False,False,True,False,True,False,False
0,6570.0,3,730.0,26,0,2,2,1,0,0,1,7000.0,1,3.0,False,True,False,False,False,True,True,False,False
0,27248.0,3,8000.0,36,0,1,1,1,0,0,0,25000.0,1,0.0,True,False,False,False,False,True,False,True,False
0,7630.0,10,1000.0,50,1,3,0,1,0,0,0,13000.0,1,24.0,False,True,False,False,True,False,True,False,False
0,4366.0,6,520.0,27,1,1,1,1,0,0,0,9500.0,1,4.0,False,True,False,True,False,False,True,False,False
0,6787.8,5,754.2,45,1,0,0,1,0,0,0,12000.0,1,9.0,False,False,True,True,False,False,True,False,False
0,9994.0,6,2500.0,37,1,1,1,1,0,1,1,35000.0,1,2.0,False,False,True,False,False,False,False,False,False
0,4600.0,6,0.0,48,1,0,0,0,1,0,0,3500.0,1,0.0,False,True,False,False,False,True,False,False,True
0,14960.0,10,1670.0,22,0,0,0,1,0,0,0,13000.0,1,0.0,False,False,True,True,False,False,True,False,False
0,4160.0,6,500.0,37,1,2,2,1,0,0,0,8500.0,1,4.0,False,False,True,False,False,True,True,False,False
0,11280.0,12,1300.0,50,0,0,0,1,0,0,0,30000.0,1,30.0,False,False,True,False,False,True,False,True,False
1,7425.0,12,825.0,29,0,1,1,1,0,0,0,26000.0,1,2.0,False,False,True,False,False,True,False,True,False
0,11392.0,12,1270.0,39,1,1,1,1,0,0,0,10000.0,1,20.0,False,False,True,True,False,False,True,False,False
0,11080.0,3,11080.0,62,1,0,0,1,1,0,0,20000.0,1,42.0,False,False,True,False,False,True,False,True,False
1,8110.0,10,1440.0,57,1,0,0,1,1,0,0,8000.0,1,0.0,True,False,False,False,False,True,True,False,False
0,24280.0,10,2700.0,58,1,2,0,0,1,0,0,6000.0,1,0.0,False,False,True,True,False,False,True,False,False
0,14440.0,9,1700.0,63,1,2,0,0,1,1,0,5200.0,1,0.0,False,True,False,False,False,True,True,False,False
0,14994.6,6,10000.0,25,1,1,1,1,0,0,0,20000.0,1,1.0,False,False,True,True,False,False,False,True,False
0,4740.0,6,1000.0,51,1,0,0,1,0,0,0,13000.0,1,10.0,False,False,True,False,False,True,False,True,False
0,13000.0,12,4000.0,50,1,3,0,1,0,0,0,9000.0,1,1.0,False,True,False,True,False,False,True,False,False
0,4990.0,12,1500.0,30,1,0,0,1,0,0,0,8000.0,1,10.0,False,False,True,False,False,True,False,True,False
0,16590.0,10,2000.0,47,0,1,0,1,0,1,0,12000.0,1,3.0,False,False,True,True,False,False,True,False,False
0,25500.0,6,0.0,55,1,1,0,1,0,0,0,10000.0,1,8.0,False,False,True,False,False,True,False,True,False
0,15400.0,12,0.0,37,1,1,0,1,0,0,0,8000.0,2,4.0,False,False,True,False,False,True,True,False,False
0,8669.0,6,2000.0,35,0,1,1,1,0,1,0,30000.0,1,3.0,True,False,False,False,True,False,False,True,False
0,38778.01,3,22097.99,34,0,0,0,1,0,1,0,30000.0,1,10.0,False,False,True,False,False,True,False,True,False
0,6660.0,6,740.0,34,0,1,1,1,0,1,1,20000.0,1,13.0,True,False,False,False,False,True,False,True,False
0,7847.0,3,3800.0,33,0,2,2,1,0,1,0,16000.0,1,14.0,False,True,False,False,False,True,False,True,False
0,14990.0,18,3000.0,33,1,1,1,1,0,1,0,11000.0,1,9.0,False,False,True,False,False,True,False,True,False
0,13302.83,10,1479.0,41,1,2,1,1,0,0,0,15000.0,1,5.0,False,False,True,False,False,True,False,True,False
0,5895.0,6,655.0,54,0,2,1,1,0,0,0,10000.0,1,2.0,False,False,True,True,False,False,True,False,False
0,22920.0,6,4100.0,22,0,0,0,1,0,1,0,24000.0,1,1.0,False,False,True,True,False,False,False,True,False
0,21170.0,10,3000.0,49,1,0,0,1,0,1,0,25000.0,1,14.0,True,False,False,False,False,True,False,True,False
1,24281.0,12,5000.0,26,0,0,0,1,0,0,0,10000.0,1,1.0,False,False,False,True,False,False,True,False,False
0,18890.0,10,2100.0,30,0,0,0,1,0,0,0,14000.0,1,4.0,True,False,False,False,False,True,True,False,False
0,9450.0,12,1050.0,38,1,2,2,1,0,0,0,7800.0,1,7.0,False,True,False,False,False,True,True,False,False
0,29493.0,10,3277.0,29,0,1,1,1,0,0,0,17000.0,2,7.0,False,True,False,False,False,True,False,True,False
0,3535.0,3,1000.0,41,1,2,2,1,0,0,0,8000.0,1,0.0,False,False,True,True,False,False,False,False,True
0,3391.0,3,599.0,59,1,2,0,1,0,0,1,25000.0,1,33.0,False,True,False,False,False,False,False,True,False
0,8650.0,6,2000.0,38,0,1,1,1,0,0,1,35000.0,1,2.0,False,True,False,False,False,False,False,True,False
0,26700.0,6,5000.0,25,1,0,0,1,0,1,0,15000.0,2,1.0,True,False,False,True,False,False,True,False,False
0,5849.0,6,650.0,30,0,1,1,1,0,0,0,25000.0,1,1.0,True,False,False,False,False,True,False,True,False
1,5430.0,6,800.0,33,0,0,0,1,0,0,0,7000.0,2,1.0,False,False,True,False,False,True,True,False,False
0,22090.0,12,3900.0,30,1,1,1,1,0,0,0,9000.0,2,2.0,True,False,False,False,False,True,False,True,False
0,4841.0,6,0.0,33,1,1,1,1,0,0,0,17000.0,1,6.0,False,False,True,False,False,True,False,True,False
0,9540.0,6,1100.0,48,1,1,0,1,0,0,0,6300.0,1,11.0,False,False,True,False,False,True,True,False,False
0,22951.0,3,18719.0,54,1,0,0,0,1,1,1,12000.0,1,0.0,False,False,False,False,False,True,False,False,False
0,6150.0,3,6750.0,57,1,0,0,0,1,0,0,12000.0,1,0.0,False,False,True,True,False,False,True,False,False
0,9760.0,5,4184.0,52,1,1,0,1,0,1,1,15000.0,1,1.0,False,False,True,False,False,False,True,False,False
0,4200.0,6,500.0,31,0,1,1,1,0,0,0,20000.0,1,7.0,False,False,True,False,False,True,False,True,False
0,5250.0,6,5000.0,26,0,0,0,1,0,0,0,15000.0,1,1.0,False,False,True,False,False,True,False,True,False
0,17000.0,12,0.0,51,1,3,0,1,0,0,0,8000.0,2,5.0,False,True,False,False,False,True,False,True,False
0,6181.0,3,0.0,61,0,0,0,0,1,0,0,6200.0,1,0.0,False,True,False,False,False,True,False,True,False
0,15226.0,4,5000.0,40,0,3,3,1,0,0,0,13000.0,1,1.0,True,False,False,False,False,True,True,False,False
